X,CMK,HEL,HL.60,K052,KASUMI.1,KG.1,KMOE.2,ME.1,ML.2,MOLM.13,MONO.MAC.6,MV.4.11,NOMO.1,OCI.AML3,OCI.AML5,OCI.M1,P31.FUJ,PL.21,SIG.M5,SKM.1,THP.1,AML.193,GDM.1,M.07e,NB4,OCI.AML2,COLO.680N,KYSE.140,KYSE.150,KYSE.520,KYSE.70,OE19,OE33,KYSE.410,KYSE.450,KYSE.510,HEP.3B,HEP.G2,JHH.2,PLC.PRF.5,SK.HEP.1,SNU.387,SNU.423,SNU.449,SNU.475,JHH.4,SNU.182,SNU.398
PF-573228,0.202058163,0.173996663,0.204503021,0.235587195,0.279039028,NA,NA,8.23E-02,NA,0.548327218,0.298995787,0.683171269,0.330560819,0.305947418,0.274132395,NA,0.262009129,0.277076988,0.254855039,0.25589863,0.255801573,0.349909087,0.136471561,0.253799299,0.24781169,0.275806892,0.165250633,0.167826443,0.228322225,0.106405069,0.137571699,3.50E-02,6.63E-02,0.253415061,3.28E-02,0.107432,0.294849208,0.188039932,9.05E-02,3.55E-02,6.38E-02,0.161416745,0.161980297,7.40E-02,0.185209133,0.111823806,0.175386082,0.16359395
PF-750,9.47E-02,0.109074925,NA,9.89E-02,3.83E-02,NA,NA,NA,NA,NA,NA,NA,NA,0.211263201,0.165517383,0.101180191,0.101577714,NA,4.87E-02,NA,0.19384959,0.124189912,NA,0.133753318,NA,NA,4.44E-02,0.116000649,0.114115348,8.20E-02,5.99E-02,6.62E-02,6.05E-02,0.129963831,0.130288831,0.142581,0.182179598,0.14819856,0.174367716,0.229990633,0.257333222,0.120283605,0.141596943,0.162017278,0.169712445,0.195817736,8.22E-02,0.145561278
PHA-665752,0,0,3.34E-03,2.82E-02,1.41E-02,1.71E-02,4.75E-03,7.39E-02,3.77E-02,8.21E-02,6.51E-02,0.126640521,8.09E-02,2.96E-03,6.08E-02,1.02E-02,7.31E-02,2.79E-02,6.20E-02,6.20E-02,2.27E-02,NA,0.177893802,NA,6.48E-03,4.44E-02,NA,0.214969416,9.47E-03,3.84E-03,7.72E-02,NA,0.106648,8.95E-02,2.85E-02,3.84E-02,9.67E-02,1.50E-02,0,7.04E-02,2.61E-03,0.153404756,0.147356403,1.31E-02,8.03E-02,7.55E-02,4.50E-02,4.96E-02
phenformin,0.670787964,0.411496066,0.553295551,0.289501678,NA,0.639334001,0.282118861,7.99E-02,0.658300838,0.450472638,0.528604102,0.754951886,0.516046473,0.390022521,0.339955479,0.701783445,0.346653064,0.407143444,0.49504072,NA,0.434371329,NA,0.647821257,NA,0.216284946,0.561398325,6.28E-03,1.59E-03,0.114664094,0.496801673,6.99E-02,0.516288411,5.42E-02,0.370866463,0.573400137,0.422956,0.217769704,NA,5.59E-02,0.268849458,0.1556594,0.15748408,0.364606278,0.316818779,3.04E-02,0.343295022,9.22E-03,0.10859258
phloretin,5.22E-02,0.171862873,4.57E-02,4.45E-02,0.287574174,NA,NA,5.44E-02,NA,0.205820039,NA,0.350413415,0.158022478,0.174956677,4.87E-02,0.152647132,0.144501607,0.124609413,4.36E-02,0.18138139,6.63E-02,0.120605768,0.203398725,0.228459662,9.82E-02,0.130448026,5.40E-02,0.195789181,6.10E-02,0.166543016,6.17E-02,6.15E-02,3.62E-02,6.25E-02,5.40E-02,5.55E-02,0.269005823,0.290164285,0.131897604,0.151543958,7.43E-02,6.32E-02,6.97E-02,6.46E-02,0.228253336,0.110492777,7.71E-02,0.175105889
PI-103,0.462467331,0.283067662,0.493573132,0.209192473,0.707783857,0.691579076,0.169890274,0.23806748,0.882974523,0.837469908,0.538862176,0.560711903,0.491219046,0.552811541,0.527376104,0.471757912,0.129217091,0.609316071,0.582414799,6.80E-02,0.434959172,0.290901689,0.601317195,0.398385641,0.361462168,0.265615719,0.333044446,0.27789198,0.30353206,0.462005753,0.262845736,1.89E-02,0.2971615,4.50E-02,0.420149829,0.232099,4.29E-02,8.85E-03,0.404433764,0.142168393,0.148885629,5.79E-02,0.712367847,0.536234667,0.124334833,0.126353841,0.53858945,0.356771458
pifithrin-alpha,3.70E-02,0.172842709,3.38E-03,5.82E-02,1.86E-02,NA,NA,3.57E-02,NA,0.120913684,0.281848645,7.73E-02,1.30E-02,9.08E-02,1.88E-02,2.80E-02,0.111607862,7.12E-02,3.65E-03,5.23E-02,9.63E-02,0.110523455,2.62E-02,0.103749344,8.49E-02,3.04E-02,0.104435096,3.85E-02,3.16E-02,0.118602469,9.26E-03,9.62E-03,6.26E-02,0.104275486,3.45E-02,4.52E-02,0.117978834,5.48E-03,4.05E-02,6.61E-02,2.35E-02,1.34E-02,0.106559573,0.121920244,0.130298396,5.02E-02,0.116246516,8.08E-02
pifithrin-mu,4.19E-04,6.35E-02,8.40E-03,5.02E-02,5.77E-02,NA,NA,0.188229528,NA,NA,NA,9.74E-02,7.55E-02,9.65E-02,0,2.84E-02,9.79E-02,5.28E-02,2.90E-02,0.103509084,0.133928335,4.27E-02,0.177451469,0.108181145,9.51E-02,7.55E-02,1.95E-02,4.87E-02,5.23E-02,2.21E-02,2.61E-03,0.134471299,1.74E-02,1.90E-02,5.82E-02,7.82E-02,5.04E-02,5.09E-03,7.76E-02,3.65E-02,2.18E-02,0,6.92E-03,1.79E-02,8.96E-02,0.128642685,0.110028052,NA
PIK-93,0.310613774,0.174000077,0.350444393,0.198721574,0.350175369,0.383467263,0.322639,0.113580012,0.633086803,0.513016862,0.493605591,0.367999737,0.513512078,0.449694656,0.418097886,0.147583117,0.173489129,0.505469521,0.50966123,0.224820286,0.331726903,0.294376693,0.464367647,0.253690606,0.510049885,0.515252492,7.01E-02,0.213210231,0.135145269,0.220930705,0.17667679,2.41E-02,0.224207,0.258297641,0.162607959,0.13152135,0.246255026,0.200582166,0.224518894,0.188441054,0.101573974,0.394002901,0.301756481,0.244324472,0.401164817,0.256809649,0.285912768,0.250493911
piperlongumine,0.106558192,0.160409824,0.111276415,0.224595965,0.18318305,7.65E-02,9.58E-02,0.174655465,6.56E-02,0.202448232,0.200904217,0.279217543,0.198296925,0.179060655,0.124534525,0.147688869,0.176478945,0.121471301,0.230451431,0.192431708,0.153611694,0.214917632,0.129913104,0.295370356,0.196396843,0.230687537,8.59E-02,0.134162826,0.129181189,7.60E-02,5.38E-02,0.120916272,7.86E-02,0.151921405,4.29E-02,5.26E-02,0.18870769,0.142372646,0.203927462,0.12937883,0.136797826,7.76E-02,0.196847694,0.118471998,7.35E-02,0.145219187,0.193318667,0.16991186
pitstop2,2.97E-03,NA,0,2.98E-02,3.32E-02,NA,NA,1.30E-02,NA,NA,NA,NA,4.94E-02,2.60E-02,1.57E-02,4.24E-03,NA,3.85E-02,1.95E-02,1.98E-02,4.30E-02,3.49E-02,3.44E-02,7.59E-03,4.50E-02,6.87E-02,NA,NA,6.26E-02,NA,1.06E-02,0.12956603,5.65E-02,2.82E-02,2.34E-02,7.13E-02,NA,6.93E-03,9.71E-03,3.44E-02,2.68E-02,2.81E-02,2.39E-02,2.92E-02,NA,1.61E-02,NA,7.79E-02
PL-DI,0.319731862,0.343285332,0.314715882,0.350469754,0.495959778,NA,NA,0.348250006,NA,0.518383188,0.385746351,0.550081874,0.400728232,0.425426996,0.372719812,0.190342993,0.495069058,0.376977892,0.359968818,0.313308223,0.370380474,0.414146452,0.362887223,0.463208121,0.370542057,0.378412076,0.370926537,0.274254665,0.415962493,0.271946863,0.234932374,0.333408897,0.235852,0.314402706,0.25022811,0.21813,0.400390094,0.36433304,0.329193706,0.215174629,0.29606823,0.280732651,0.382037959,0.260518352,0.281509286,0.339945796,0.355702386,0.437650917
Platin,1.04E-02,1.35E-03,0,7.97E-03,3.64E-02,NA,NA,5.96E-02,NA,5.28E-03,NA,8.40E-02,5.87E-02,1.10E-03,6.86E-02,3.00E-02,0,6.52E-03,5.93E-02,2.00E-03,2.85E-03,1.65E-03,3.75E-02,2.11E-02,1.16E-02,2.14E-02,3.77E-02,5.68E-03,1.57E-02,2.55E-02,1.15E-02,7.23E-03,3.83E-03,3.79E-02,1.07E-02,1.04E-02,7.68E-03,1.64E-02,1.04E-02,4.33E-03,1.30E-02,3.48E-02,3.66E-02,8.87E-03,6.74E-04,2.79E-03,3.17E-02,4.27E-03
pluripotin,0.29184798,0.22191875,0.389080344,0.375870524,0.641524975,NA,NA,0.278048312,NA,0.631400554,0.448172418,0.918523835,0.35704189,0.522714129,0.296485469,0.318174641,0.349561815,0.413921075,0.519311381,0.425441092,0.391672079,0.51936245,0.48268493,0.368850911,0.419199207,0.437062465,0.450542719,0.480085349,0.544330341,0.633473533,0.429146787,0.396141584,0.298964,0.61967155,0.386588989,0.332239,0.629838681,0.506009525,0.60779452,0.221478924,0.470736171,0.529751334,0.616459982,0.360469002,0.646847813,0.600305724,0.585664276,0.253775521
PLX-4032,0,1.82E-02,6.51E-02,2.31E-03,3.37E-02,NA,NA,4.99E-03,NA,4.76E-02,0.107129484,3.63E-03,1.87E-02,5.33E-02,1.84E-02,7.51E-03,1.52E-02,6.28E-03,NA,0,5.25E-02,2.50E-02,1.70E-03,8.87E-03,2.96E-02,0,1.36E-02,4.20E-03,1.32E-02,3.07E-02,0,0.118354215,2.95E-02,0.101170646,3.14E-03,3.58E-02,1.30E-03,9.61E-02,6.46E-02,4.90E-02,0.123266614,3.29E-02,3.95E-02,6.39E-02,0.129726538,7.87E-02,0.132066149,2.23E-02
PLX4720,4.77E-02,4.22E-02,2.27E-02,7.75E-03,7.59E-02,5.11E-02,7.32E-02,1.47E-02,5.92E-02,6.63E-02,9.22E-02,9.56E-02,5.46E-02,3.99E-02,8.16E-03,4.09E-02,3.76E-02,2.02E-02,0.52529092,0.107194303,1.33E-02,3.30E-02,3.47E-02,0.163126656,1.13E-02,7.50E-02,2.40E-02,0.110718012,2.71E-02,5.09E-02,6.59E-02,3.92E-02,3.82E-02,2.64E-02,2.51E-02,9.14E-02,6.05E-02,0.165174671,3.46E-02,3.98E-02,0.106019623,3.56E-02,2.06E-02,5.33E-02,0.170581944,5.67E-02,2.24E-02,3.88E-02
prima-1,5.48E-02,0.227261761,0.125439301,0.241003454,0.480203671,NA,NA,0.403292693,NA,0.203714489,0.375096804,0.27866009,NA,NA,0.103600702,0.115484059,0.363828944,0.177470357,0.245147983,0.367330855,0.246776791,0.247756636,0.383563246,0.427004719,0.235480734,0.24283775,6.24E-02,0.115867917,5.85E-02,0.224418642,0.195872732,6.13E-02,0.341207,4.73E-02,1.22E-03,2.93E-02,0.237191322,7.96E-02,0.251158014,0.209354208,NA,NA,0.224722516,5.25E-02,3.23E-02,0.254981618,0.279844082,0.162185812
PRIMA-1-Met,NA,1.41E-03,NA,NA,NA,NA,NA,NA,NA,6.10E-02,0.20634973,NA,NA,NA,NA,NA,0.113890561,5.72E-02,NA,NA,4.95E-02,NA,NA,NA,NA,NA,9.73E-03,7.18E-02,NA,NA,0,NA,NA,4.41E-02,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.105425997,2.28E-02
PRL-3 Inhibitor I,6.71E-03,0,0,3.94E-04,2.45E-02,NA,NA,5.97E-03,NA,1.29E-03,8.82E-02,7.55E-03,9.52E-04,NA,4.95E-03,0,0,8.31E-03,0,1.46E-02,4.88E-03,0.22580867,6.85E-03,5.07E-02,1.27E-02,2.79E-04,5.69E-03,5.51E-02,4.99E-02,5.28E-03,1.24E-02,2.76E-02,6.93E-02,9.80E-02,1.09E-02,4.90E-02,7.76E-02,0,6.22E-02,2.79E-02,1.37E-02,7.55E-02,1.18E-02,4.15E-02,2.56E-02,3.19E-02,3.68E-02,4.45E-02
prochlorperazine,4.07E-02,0.132965297,5.34E-02,4.54E-02,7.41E-02,NA,NA,3.82E-02,NA,0.126025143,0.106559295,0.111126835,NA,0.163120774,5.26E-02,4.21E-02,0.1469351,6.66E-02,4.01E-02,5.03E-02,0.108497912,0.22635655,7.24E-02,0.159312536,3.86E-02,NA,0.155157749,0.139818567,6.72E-02,2.26E-02,5.56E-02,0.156113858,8.28E-02,0.139252398,2.34E-02,7.65E-02,7.23E-02,0.121121457,8.68E-02,6.75E-02,6.06E-02,0.136749777,5.26E-02,0.140396107,7.70E-02,8.60E-02,0.252585891,2.72E-02
purmorphamine,NA,1.08E-02,0.164855285,0.130430197,NA,NA,NA,7.42E-02,NA,NA,0.237467555,NA,1.21E-02,NA,0.157180374,6.34E-02,3.38E-02,0.171802228,0.111168855,2.41E-02,0.112378182,0.310723617,0.11087884,0.204688931,2.62E-02,0.10482262,3.05E-03,1.04E-02,1.88E-02,0.111047657,0,0.10822718,5.52E-02,0.204509415,6.94E-02,3.90E-02,4.52E-03,0,0.112011782,0.14009153,1.44E-02,2.95E-02,0.107117903,0.19461195,0.276462458,0.133444438,0.154420528,7.41E-02
PX-12,0.123340618,0.16918397,0.23074523,0.298413594,0.280221903,NA,NA,0.280768572,NA,0.295194885,NA,0.331135527,NA,0.180483238,9.64E-02,0.173483889,0.335402842,0.197618159,0.235564808,0.194378798,0.180472228,0.241797616,0.292180726,0.285506782,0.22789694,0.212143918,6.08E-02,6.74E-02,0.153963207,8.06E-03,8.62E-02,3.38E-02,0.245884,3.65E-02,1.96E-02,3.39E-03,0.127748509,4.54E-02,0.164595722,1.49E-02,2.73E-02,2.00E-02,7.38E-02,6.99E-02,8.08E-03,8.43E-02,0.205178715,6.91E-02
PYR-41,2.92E-02,2.38E-02,1.53E-02,3.57E-02,5.39E-02,NA,NA,NA,NA,4.30E-02,NA,2.85E-02,2.67E-02,4.38E-02,1.39E-03,6.97E-02,0.106380014,1.23E-02,3.17E-02,2.81E-02,1.52E-02,2.87E-02,7.00E-02,1.71E-02,0,1.16E-03,3.56E-03,5.20E-02,3.24E-02,3.40E-02,2.29E-03,5.21E-03,1.16E-02,3.38E-02,2.84E-02,2.75E-02,4.01E-02,1.85E-02,0.128944174,0.129189348,5.31E-02,8.72E-02,3.83E-02,1.02E-02,0.131486443,2.92E-02,2.10E-02,2.12E-02
pyrazolanthrone,5.15E-02,7.88E-02,6.21E-02,0.125085257,0.172361104,NA,NA,4.67E-02,NA,0.303909803,6.72E-02,0.352228804,0.123620608,0.136777896,9.62E-02,3.93E-02,0.162432494,0.141545171,7.76E-02,0.194756385,0.108862324,0.19419312,5.72E-02,0.13711071,6.00E-02,0.170449204,8.05E-02,0.103494702,9.06E-02,3.16E-02,6.84E-02,3.12E-02,8.34E-03,0.166428162,1.47E-02,8.52E-02,0.182244379,0.113622772,4.76E-02,8.17E-03,7.56E-02,0.10224979,6.30E-02,0.109158258,0.119520987,8.12E-02,0.176219157,6.27E-02
Pyrimethamine,0.377511095,0.374253173,4.51E-03,3.19E-03,7.25E-03,2.84E-03,1.64E-02,2.51E-02,0.203709714,0.28837153,0.172772435,0.146004326,0.118714418,5.24E-03,0,8.28E-02,2.44E-02,0.115032552,0.149861112,6.10E-02,3.65E-02,NA,0.101942256,NA,0.170020986,0.182279594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QL-VIII-58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337340164,0.502501185,0.238706004,NA,NA,0.290167444,NA,0.402059543,NA,NA,NA,NA,0.426479328,NA,NA,0.494837123,0.466433453,NA,NA,NA,NA,0.523041759,0.466523228,NA,NA,NA,NA,NA,NA,0.557796376,NA,NA,NA,NA,NA,NA
QL-X-138,0.483639107,0.351003394,0.234996032,0.205055443,0.608571608,0.458622894,0.394155507,0.121019901,0.624102387,0.553396285,0.346526744,0.754017911,0.42492206,0.503882325,0.446058206,0.647780603,4.98E-02,0.537848357,0.515178983,NA,0.49417247,NA,0.484644791,NA,0.448875754,0.297896989,0.288743379,0.412573899,0.263832687,0.407925905,0.147005354,1.82E-03,0.140233,0.297000835,0.509096404,0.141282,6.31E-02,NA,0.509246576,0.191575003,5.03E-03,0.460842806,0.64445314,0.235863652,0.364434473,8.46E-02,0.115019462,0.567796516
QL-XI-92,0.126612365,0.11205051,4.48E-02,6.59E-03,0.425233645,0.219251579,8.47E-02,1.68E-02,3.55E-02,0.225224207,2.06E-02,0.10805806,2.57E-02,0.133912383,0.294100389,9.73E-02,4.95E-03,2.16E-02,0.214742679,NA,9.80E-02,NA,0.40203206,NA,0.119730837,6.01E-02,5.22E-02,0.124048125,7.22E-03,4.12E-02,3.32E-02,8.51E-03,3.91E-02,1.43E-02,3.85E-02,6.71E-03,8.64E-03,NA,1.74E-02,5.67E-03,1.85E-02,0,8.21E-02,2.57E-02,0.166146368,4.38E-02,0,2.41E-02
QL-XII-47,0.612873624,0.684243409,0.231929074,7.08E-02,0.59183339,0.116972667,0.284782297,0.13910548,0.532480842,0.524019521,0.435936769,0.702769579,0.45920469,0.499977449,0.535028365,0.541161672,5.51E-02,0.393972921,0.704665994,NA,0.443793096,NA,0.62358094,NA,0.387761956,0.150577559,0.530168112,0.523910025,0.136722292,0.548388635,0.165592974,2.30E-02,5.80E-02,0.553967884,0.676754465,4.04E-02,0.270692945,NA,0.584671577,1.05E-02,7.07E-02,0.489297013,1,0.422458335,0.213618114,0,0.179046332,0.613455817
QL-XII-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35E-02,0.180165516,0.157535315,NA,NA,0,NA,0.101032241,NA,NA,NA,NA,0.124776644,NA,NA,NA,2.47E-02,NA,NA,NA,NA,NA,2.24E-03,NA,NA,NA,NA,NA,NA,3.86E-03,NA,NA,NA,NA,NA,NA
QS11,0.109637546,0.134569521,8.99E-02,2.65E-03,NA,3.76E-02,3.00E-02,4.06E-03,0.128344916,0.143426717,0.203993447,0.139466502,5.81E-02,0.125243679,0.231923144,0.104986621,7.58E-03,7.06E-02,0.448076617,NA,3.84E-02,NA,0.25381248,NA,0.379631147,0.154633722,7.41E-03,0.115295816,0.180026127,1.38E-02,0.150064445,0.136273211,5.55E-02,0.240615678,0.120870389,0.213242,0.229202067,NA,5.54E-03,2.65E-02,0.316483852,6.23E-02,0.107764178,0.536132995,6.77E-02,0.150757226,5.85E-02,3.82E-02
QW-BI-011,NA,4.02E-02,NA,NA,NA,NA,NA,NA,NA,0.133735736,NA,6.38E-02,NA,NA,NA,NA,4.60E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52E-03,4.11E-03,NA,NA,NA,NA,NA,NA,NA,NA,3.45E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.79E-02,NA
R428,0.195101784,NA,0.137866653,0.257485277,0.554646635,NA,NA,0.239847875,NA,NA,0.270275733,NA,0.141993349,0.1787944,0.10590987,0.245519904,NA,0.30058345,0.176043373,0.16844777,0.162968264,0.303971152,0.157363737,0.295552608,6.47E-02,0.129280419,NA,NA,0.155533075,0.131000703,5.33E-02,0.136943987,0.311205,0.165675845,3.22E-02,9.66E-02,NA,6.35E-02,0.148507393,0.161453767,0.145238657,0.143362965,9.08E-02,0.212936791,0.190164782,0.223149745,NA,0.202801306
RAF265,0.157427523,0.323603249,NA,0.366723555,0.152867548,0.255957815,NA,NA,7.70E-03,0.25337862,4.29E-02,6.82E-02,6.06E-02,NA,8.25E-02,0.206341687,0.347333194,NA,0.338982522,9.39E-02,3.67E-02,0.37642891,0.161184295,0.298671755,NA,0.104747183,0.168844707,0.489074025,0.151129299,0.181113251,NA,NA,0.204041,0.229329477,NA,4.38E-02,0.346947196,0.264278736,0.214110629,0.242405995,0.437638838,0.100341012,0.136051831,0.135029461,0.24180563,0.219217157,0.222416558,0.112267397
RDEA119,5.21E-02,4.09E-04,0.413116389,NA,0.288904636,0.106699734,0.625535448,0.341443899,0.354742071,0.138442943,0.143574387,0.30022406,0.482579013,0.508695264,0.297493187,0.100848809,0.191437331,0.182008188,0.694590316,0.60561153,0.24194973,NA,0.113689659,NA,0.55753407,0.743668443,0.143994089,0.158634034,0.132860177,0.203289838,2.33E-02,0.172230651,9.13E-02,0.419899367,7.74E-02,7.39E-02,0.252520684,NA,0.223729352,NA,0.351318455,0.5311526,0.222322853,0.216063073,NA,0.150671051,9.75E-02,0.138177654
Repligen 136,0.109434346,0.12140186,2.49E-02,0.147234463,0.178599954,NA,NA,0.127760512,NA,NA,NA,0.173265475,NA,0.186588115,2.80E-02,0.179928911,0.276593444,9.51E-02,2.16E-02,0.158293063,7.38E-02,0.109239974,NA,0.172077872,NA,NA,3.14E-02,NA,3.84E-02,2.54E-02,1.67E-02,3.21E-03,0.182306,0,1.45E-02,1.22E-02,0.263555771,0.116841274,2.42E-02,8.78E-04,3.36E-03,7.03E-02,0.119092283,1.70E-02,NA,2.12E-02,NA,7.59E-02
RG-108,4.76E-02,0.238590765,2.55E-02,0.158230715,5.79E-03,NA,NA,4.24E-02,NA,0.100315025,6.93E-02,0.131543889,2.79E-02,NA,3.73E-02,0.129171138,0.200093388,3.57E-02,1.19E-02,2.18E-02,2.96E-02,1.92E-03,2.94E-02,0.297223619,6.00E-04,2.32E-05,5.57E-02,1.53E-03,1.55E-02,5.20E-02,1.02E-02,9.09E-02,1.62E-02,0,3.24E-03,7.46E-03,3.91E-02,0,5.42E-02,2.97E-02,1.98E-02,3.62E-02,9.29E-03,4.83E-02,3.66E-02,4.77E-03,0.315007137,0.106605809
RITA,0.251103012,0.344503015,0.174254805,0.603914935,0.121504009,NA,NA,0.268817768,NA,0.238928451,NA,0.753614604,NA,0.558682886,0.221029739,0.205410381,0.602604461,0.134788337,0.235159928,0.13828407,0.196465616,0.211692558,NA,0.699771416,NA,NA,2.69E-02,9.10E-02,5.35E-02,2.82E-02,7.56E-03,5.75E-03,3.08E-02,2.23E-02,2.69E-03,4.01E-02,3.81E-02,0.190470114,5.21E-02,0.211644052,3.27E-02,9.23E-02,3.78E-02,2.42E-02,0.753768183,0.119282917,0.129389742,3.34E-02
RO-3306,4.04E-03,NA,8.04E-02,NA,NA,2.62E-02,8.54E-02,2.68E-02,1.24E-02,5.79E-02,3.52E-03,0.142403873,9.35E-02,3.53E-02,0,3.13E-02,1.87E-02,NA,NA,8.02E-02,6.87E-04,NA,8.58E-03,NA,1.55E-03,0,3.22E-02,2.80E-02,3.10E-02,0.190251729,NA,1.74E-02,2.51E-02,9.86E-02,7.43E-02,0.11081,0.173691882,NA,2.29E-02,NA,0.142747635,5.18E-02,4.31E-02,5.11E-02,NA,3.97E-03,9.05E-02,NA
RO4929097,8.86E-03,NA,0.10382813,0.163011127,5.48E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29E-03,2.64E-02,NA,NA,NA,NA,NA,8.62E-03,NA,NA,NA,NA,NA,NA,0,2.40E-02,NA,5.50E-03,2.56E-03,NA,7.71E-03,4.42E-04,NA,NA,0.130333225,8.01E-03,6.61E-04,4.53E-02,1.86E-02,5.34E-03,3.87E-02,3.46E-02,NA,NA
Roscovitine,2.30E-02,0.143842507,3.97E-02,NA,4.15E-02,6.20E-02,2.85E-02,0,1.81E-02,9.54E-02,6.44E-02,4.56E-02,4.09E-02,1.27E-02,5.12E-02,6.08E-03,5.26E-02,0.125545262,8.32E-02,1.38E-02,3.36E-02,NA,0.125358351,NA,0.207059103,5.25E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rTRAIL,3.14E-02,7.41E-02,4.65E-02,NA,0.173080596,5.69E-03,6.01E-02,1.71E-02,6.29E-02,4.12E-02,9.13E-02,1.60E-02,7.89E-02,1.95E-03,5.07E-04,6.86E-02,3.46E-02,6.35E-02,NA,8.49E-02,2.71E-02,NA,3.98E-02,NA,1.31E-03,3.19E-03,0,NA,2.74E-03,1.11E-02,3.14E-02,9.58E-02,3.57E-02,9.31E-03,3.64E-03,6.79E-03,0,NA,2.32E-02,NA,5.48E-03,3.61E-03,3.62E-02,3.29E-02,NA,0.234886263,5.44E-02,2.35E-03
salermide,0,NA,NA,0.180300566,2.37E-02,NA,NA,4.59E-02,NA,NA,0.17692545,NA,8.62E-02,0.232263936,0.178290128,0.144046249,NA,6.08E-03,0.177734403,4.32E-02,0.183510687,0.287823954,0.119690745,NA,5.96E-02,0.157812657,NA,NA,0.102057405,3.20E-02,3.65E-02,0,6.79E-02,0.201201962,0,0.141471,NA,9.58E-02,0.268427262,0.155447076,3.52E-02,0.184801993,0.16670163,0.109660794,6.17E-02,5.83E-02,NA,0.164275765
Salubrinal,0.100353223,0.150408891,9.25E-02,4.43E-02,2.33E-02,4.57E-02,0.185116542,2.94E-02,0.229669269,0.10638882,0.13116144,0.207985283,0.131959831,2.00E-02,7.35E-02,2.91E-02,2.95E-02,9.63E-02,0.116257053,5.36E-03,9.20E-02,NA,1.88E-02,NA,0.117107379,9.42E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SB-225002,0.338643571,0.295523706,0.251759463,0.367005819,0.304293943,NA,NA,0.170771617,NA,0.263509687,0.166349304,0.270657623,0.252652552,0.306725186,0.249612745,0.331618957,0.296927664,0.298837571,0.272501576,0.364219626,0.340005049,0.386208906,0.261996205,0.281319374,0.364357977,0.274106248,0.101609427,0.150000366,0.152450014,0.173051867,0.191972246,0.134903176,8.69E-02,5.59E-02,9.58E-02,0.121542,0.109450559,0.154974429,5.14E-02,0.185331728,0.124683047,1.51E-02,0.203723277,0.121695494,0.14295012,9.24E-02,0.197980369,0.201873674
SB-431542,1.55E-02,1.68E-02,1.15E-02,3.12E-03,2.13E-02,NA,NA,3.38E-02,NA,2.13E-02,NA,4.32E-02,2.91E-02,9.00E-03,1.52E-02,2.37E-02,2.31E-02,3.55E-02,3.90E-02,2.10E-02,5.14E-03,9.53E-03,4.03E-02,0.11305123,1.89E-02,2.63E-02,4.98E-03,0.159957692,0.141516481,1.60E-02,2.12E-03,6.16E-02,5.49E-02,2.65E-02,3.43E-02,0.112107,2.67E-02,6.69E-02,0.144794962,0.229133146,4.84E-03,1.37E-02,0.106309319,1.47E-02,0.159250003,0.109578204,4.80E-02,3.27E-02
SB-525334,0.127127932,6.33E-02,4.40E-02,5.11E-02,7.28E-02,NA,NA,3.89E-02,NA,3.34E-02,5.03E-02,4.47E-02,NA,NA,3.79E-02,5.22E-02,4.16E-02,5.14E-02,3.85E-02,9.35E-02,0.102722296,5.42E-02,0.122897384,7.49E-02,7.90E-02,2.82E-02,0.107721348,0.107298908,9.89E-02,4.65E-02,2.50E-02,0.22473618,0.111396,0.131936326,7.06E-02,9.05E-02,6.76E-02,0.10627934,0.205648505,0.150777466,3.68E-02,9.19E-03,7.39E-02,5.69E-02,3.74E-02,0.202625065,0.104847576,0.198355351
SB-743921,0.990867861,0.494448731,0.873211317,0.940309647,0.911388586,NA,NA,0.499402351,NA,0.938130542,0.533318795,0.876147253,1,0.989400908,1,0.871513109,1,1,0.916507031,0.920552531,0.894659642,0.848721648,0.830774596,1,0.962134322,0.990439842,0.459482613,0.542637654,0.569897364,0.565916674,0.746870404,0.231699697,0.279219,0.732631503,0.557778965,0.552985,0.292379081,0.404533126,0.560642583,0.630904857,0.741609309,0.553226548,0.767710712,0.383999952,NA,0.834688427,0.811346336,0.712388687
SB 216763,1.54E-02,NA,2.81E-03,NA,2.50E-02,NA,5.88E-03,7.71E-04,2.95E-02,3.02E-02,1.33E-02,0.276499009,4.26E-02,4.12E-02,0,4.33E-02,3.64E-02,0,NA,NA,6.66E-03,NA,0,NA,0,1.01E-02,1.35E-02,7.61E-02,0.176798547,3.67E-02,5.61E-02,6.62E-02,6.23E-02,0.181701586,NA,3.04E-02,NA,NA,1.50E-02,NA,0,1.38E-02,NA,5.02E-02,NA,0.169824429,NA,NA
