X,CMK,HEL,HL.60,K052,KASUMI.1,KG.1,KMOE.2,ME.1,ML.2,MOLM.13,MONO.MAC.6,MV.4.11,NOMO.1,OCI.AML3,OCI.AML5,OCI.M1,P31.FUJ,PL.21,SIG.M5,SKM.1,THP.1,AML.193,GDM.1,M.07e,NB4,OCI.AML2,COLO.680N,KYSE.140,KYSE.150,KYSE.520,KYSE.70,OE19,OE33,KYSE.410,KYSE.450,KYSE.510,HEP.3B,HEP.G2,JHH.2,PLC.PRF.5,SK.HEP.1,SNU.387,SNU.423,SNU.449,SNU.475,JHH.4,SNU.182,SNU.398
SB 505124,2.06E-02,2.36E-02,4.88E-02,NA,3.81E-02,1.88E-02,5.58E-02,2.85E-02,4.02E-02,5.99E-03,0,0,9.72E-02,7.01E-04,6.54E-03,1.69E-02,1.30E-02,6.21E-02,NA,5.00E-02,8.29E-03,NA,4.89E-03,NA,1.36E-02,1.19E-02,5.34E-02,NA,0,1.84E-02,0.101521738,8.70E-04,8.54E-05,0,2.50E-03,4.16E-03,3.14E-02,NA,5.05E-02,NA,1.35E-02,0,0.126606073,1.16E-02,NA,5.96E-02,9.17E-02,3.59E-02
SB52334,2.50E-02,3.65E-02,3.84E-02,0,NA,6.80E-02,3.62E-02,2.22E-03,0,3.48E-02,2.24E-02,0,2.38E-02,1.45E-02,4.90E-02,6.46E-02,2.15E-03,9.87E-03,0.142225794,NA,1.32E-02,NA,3.38E-02,NA,4.76E-02,9.13E-02,2.17E-02,0.177056672,3.06E-02,4.01E-02,3.54E-03,0,0.203513,9.90E-03,0.21540718,8.60E-02,9.79E-02,NA,2.48E-03,2.25E-02,5.68E-02,9.24E-03,3.77E-02,9.06E-02,6.87E-02,0.190625014,2.95E-02,0.170355444
SB590885,1.65E-02,NA,3.41E-02,NA,NA,1.04E-02,3.32E-02,5.68E-03,6.16E-02,7.77E-02,2.97E-02,2.84E-02,6.10E-03,0.133693886,0,7.91E-02,8.18E-02,NA,NA,1.96E-02,6.22E-03,NA,9.00E-03,NA,2.23E-02,1.29E-02,4.12E-03,1.05E-02,1.02E-02,3.20E-02,NA,0.127025916,8.31E-03,8.60E-03,0,6.95E-02,0.124870966,NA,6.96E-02,NA,0.202838332,1.29E-02,0,1.50E-02,NA,0,0,NA
SCH-529074,0.103440035,0.194535676,0.165838478,0.173173645,0.14547621,NA,NA,NA,NA,0.156838243,8.23E-02,0.214381595,NA,0.234771636,0.175168494,0.113874952,0.176655945,NA,0.166097618,NA,0.197793987,0.212051627,NA,0.254145139,NA,NA,0.230668611,0.205770906,0.158072067,0.22969753,0.18733175,0.110260725,0.136431,NA,0.124675337,0.100446,0.251054451,0.234046083,0.11158285,0.108487622,0.143935165,0.160144884,0.141270174,0.172032321,5.42E-02,0.200527933,0.273846377,4.96E-02
SCH-79797,0.454858116,0.49989075,0.318438971,0.428275245,0.310827969,NA,NA,0.25661153,NA,0.466595338,0.336831411,0.400240569,0.368038001,0.358853674,0.355607759,0.35290257,0.471612896,0.447758276,0.333015069,0.468757556,0.427591037,0.418624449,0.294392393,0.575472154,0.499739062,0.472309962,0.539649958,0.599626936,0.378325342,0.434655533,0.773736799,0.627533212,0.253969,0.406837982,0.324596694,0.44009,0.498964209,0.650846381,0.218731371,0.254788171,0.401645335,0.259873874,0.310548299,0.325620886,0.472448612,0.473398895,0.446904909,0.296756122
semagacestat,7.99E-03,4.25E-03,3.29E-02,7.41E-02,6.30E-02,NA,NA,9.42E-02,NA,4.21E-03,NA,5.85E-02,4.47E-02,7.62E-03,6.20E-02,1.38E-02,1.68E-02,5.99E-02,1.31E-02,6.44E-02,1.53E-02,2.26E-03,7.06E-02,0,3.72E-02,1.62E-02,0.139196285,0.173928691,2.46E-03,1.31E-02,5.13E-02,2.10E-02,3.16E-02,7.64E-02,3.22E-02,4.18E-05,2.83E-02,9.32E-02,0.174133568,2.43E-02,1.61E-02,5.87E-02,6.64E-02,5.36E-02,1.43E-02,3.15E-02,8.85E-02,5.40E-02
shikonin,0.681987778,0.536500902,0.387778116,0.482830598,0.915888936,0.462233959,0.542027287,0.398119615,0.555603002,0.331348571,0.723911748,0.709324587,0.511313723,0.715837098,0.697998584,0.65477023,0.436817075,0.596342076,0.795608962,NA,0.51193193,NA,0.36451394,NA,0.349587577,0.743117468,0.913252476,0.874461082,0.685632594,0.843788962,0.487676233,0.603179793,0.382548,0.729869261,1,0.679882,0.988161981,NA,0.622992635,0.403589455,0.890228989,0.649910218,0.908455098,0.625332517,0.218204204,0.774177185,0.345053985,0.823582074
SID 26681509,0.117495358,0.133027888,5.39E-02,0.12181059,0.192053253,NA,NA,0.12667874,NA,0.172262457,0.213708991,NA,0.16131459,0.12138591,4.37E-02,4.70E-02,0.158018929,0.131787379,5.15E-02,0.118331665,0.211585638,0.156902314,0.166861093,0.269419187,NA,0.107430951,0.145384816,0.189383163,0.270583968,NA,9.34E-02,9.64E-02,4.99E-02,0.237304482,5.35E-02,5.94E-02,0.150480576,5.25E-02,0.143188731,0.123159106,5.76E-02,0.105519288,NA,4.93E-02,NA,0.172704738,0.254255344,0.187288514
Sildenafil,2.87E-02,9.13E-03,7.92E-03,7.10E-02,9.09E-02,NA,NA,0.103787296,NA,5.57E-02,0.117654568,0.107857923,4.89E-02,1.80E-02,1.64E-02,5.25E-02,4.29E-03,0.137289135,8.07E-02,2.18E-02,9.33E-02,3.22E-02,1.96E-02,0.154601428,3.68E-02,9.58E-03,7.62E-02,9.17E-02,2.36E-02,1.53E-03,0.140898825,0.163937642,0.139087,0.125869127,4.33E-02,6.84E-02,3.10E-03,4.21E-02,1.01E-02,0.233704269,4.54E-02,1.89E-02,8.58E-03,7.09E-02,NA,9.88E-02,0.106594614,4.74E-02
sitagliptin,NA,1.15E-02,NA,NA,NA,NA,NA,NA,NA,9.68E-04,NA,2.60E-03,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00E-03,6.33E-02,NA,NA,NA,NA,NA,NA,NA,NA,0.125119246,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15726311,NA
SJ-172550,0,4.59E-02,7.30E-03,0,4.29E-02,NA,NA,2.18E-02,NA,9.39E-02,0.113191992,5.56E-02,5.60E-03,9.66E-05,1.46E-03,1.13E-02,2.66E-02,5.52E-03,1.03E-02,4.23E-03,1.46E-03,3.74E-02,1.05E-02,1.09E-02,0,1.01E-02,1.02E-02,9.52E-02,0,1.58E-02,2.33E-02,6.93E-03,0,3.66E-03,1.28E-02,0,8.67E-02,4.51E-02,1.48E-02,0,2.38E-02,1.34E-02,2.45E-02,1.20E-02,0,1.02E-03,4.89E-02,2.30E-02
skepinone-L,0.180227066,NA,3.17E-02,0.169205873,6.76E-02,NA,NA,NA,NA,NA,NA,NA,NA,5.19E-02,2.27E-02,0.120642225,NA,NA,4.82E-02,NA,NA,0.175117707,NA,0.143310577,NA,NA,NA,NA,4.07E-02,0.116581934,NA,6.49E-02,4.48E-02,NA,1.50E-02,5.71E-02,NA,NA,5.11E-02,7.38E-02,2.43E-02,0.120344487,7.40E-02,5.11E-02,0.10959033,9.99E-02,NA,NA
SKI-II,4.57E-02,2.54E-02,4.75E-02,6.45E-02,0.156188279,NA,NA,4.58E-02,NA,8.99E-02,9.40E-02,NA,4.64E-02,0.116644132,5.95E-04,0.210657704,0.163592043,4.34E-02,7.64E-02,0.173607432,3.13E-02,6.18E-02,3.98E-02,6.96E-02,3.62E-02,4.63E-02,0,0.15844006,4.41E-02,1.73E-02,8.22E-02,1.22E-02,0,6.06E-02,5.29E-03,1.34E-02,4.26E-04,2.56E-03,4.61E-02,0.213249833,6.03E-02,5.72E-02,5.64E-02,4.65E-02,9.75E-02,4.93E-02,0.2328683,0.112790694
SL 0101-1,0.11692899,NA,3.69E-02,NA,NA,5.20E-03,5.87E-02,9.69E-02,2.25E-02,9.21E-02,0.169276839,4.13E-02,0.208351581,0.156663095,0,4.70E-02,3.72E-02,NA,NA,0.31692976,2.73E-03,NA,9.65E-03,NA,4.71E-03,5.79E-03,8.73E-03,0,5.02E-02,3.15E-02,NA,6.34E-02,0.100981,2.45E-02,8.84E-03,1.92E-02,NA,NA,0.14104068,NA,1.61E-02,0,NA,2.41E-02,NA,2.83E-04,NA,NA
SMER-3,NA,0.287954725,0.394497935,0.353900119,NA,NA,NA,0.496058789,NA,0.472286177,0.199573422,0.488180771,NA,NA,0.183132098,0.265042951,0.503863949,0.473921511,0.436180992,0.482977233,0.440484891,0.372538084,9.92E-02,0.490194615,0.524130483,0.378916685,0.517657174,0.236800627,0.432832903,8.30E-02,7.52E-02,0,NA,0.274800598,8.79E-02,0.243878,0.131814642,5.83E-02,0.451443742,0.378512512,0.401619438,NA,0.39316691,NA,6.02E-02,0.156287717,0.43488639,4.76E-02
SNX-2112,0.689847751,0.584289271,0.556147812,0.314928063,0.716347761,0.576286642,0.74326582,0.3252315,0.862757076,0.813929839,0.634915004,0.682570857,0.689096463,0.619453518,0.648328392,0.564179533,0.420251648,0.60421621,0.837312642,0.67513784,0.638035598,0.646380168,0.769960435,0.59642127,0.789289776,0.828699967,0.2028444,0.55385093,0.540570735,0.430835211,0.304444248,0.41040575,0.215698,0.506583716,0.656041944,0.425319,0.630689988,1,0.583224837,0.390613676,0.281165115,0.612801312,0.672954605,0.20901556,0.395227388,0.230620856,0.343321804,0.375026681
Sorafenib,0.107335759,3.37E-02,0.148494161,0.187290206,0.349784478,0.103832336,0.130805563,5.57E-02,4.77E-02,0.876613355,0.525407784,0.812509266,3.44E-02,0.151454005,0.206757214,0.123031824,5.47E-02,9.40E-02,0.103166348,5.31E-02,0.107123871,0.298707351,0.427179699,0.24980073,7.50E-02,0.107862065,5.94E-02,0.113941781,0.164733378,9.74E-02,5.43E-03,0.103740275,3.99E-02,0.123626122,8.56E-02,7.22E-02,0.106700325,1.49E-02,0.145701012,0.139176074,0.169496436,0.116723502,0.109655669,0.120448013,0.251156686,0.153062649,0.13762667,3.54E-02
spautin-1,0.151823293,0.230917086,4.66E-02,5.29E-02,2.60E-02,NA,NA,6.20E-02,NA,NA,NA,6.82E-02,NA,0.197957958,0.258905838,4.77E-02,6.27E-03,0.167039793,4.27E-02,NA,0.125482743,0.142194666,NA,0.259721396,NA,0.135589555,3.36E-02,5.23E-02,0.255673059,0.167339617,0.128752194,7.45E-02,0.102447,9.50E-02,0.131160433,0.227524,0.143120894,0.272846758,0.274535465,0.295981801,0.30288207,0.114320275,0.133149509,0.120933247,7.18E-02,0.19833677,0,0.152481592
SR-II-138A,0.614738098,0.747178276,NA,0.576816561,0.79013743,NA,NA,0.490726338,NA,0.770628284,0.412338837,0.780675616,0.680075403,0.792896253,0.743163283,0.521210031,0.749735072,0.595343836,0.610387295,0.765786352,0.693498411,0.789780826,0.535327065,0.770492937,0.676351372,0.752744636,0.471423966,0.542025234,0.48184876,0.785242956,0.695824952,0.507290477,0.648776,0.535413207,0.350674763,0.270879,0.579281354,0.319238562,0.271953053,0.330894688,0.404427845,0.108558939,0.660901827,0.419390321,0.401152233,0.510667228,0.755601801,0.47670451
SR1001,7.51E-03,2.15E-02,2.42E-03,9.35E-02,8.63E-03,NA,NA,2.07E-02,NA,2.26E-03,0.2103102,8.12E-03,2.88E-02,6.77E-03,6.21E-02,1.22E-02,3.85E-03,2.03E-02,1.63E-03,1.22E-02,3.41E-02,0,6.72E-02,4.49E-03,4.02E-02,6.97E-03,1.23E-02,3.83E-02,3.01E-03,9.21E-02,1.18E-02,0,0.156914,2.30E-02,4.31E-03,6.15E-03,1.03E-03,5.34E-03,8.08E-02,3.25E-02,3.74E-03,1.46E-02,3.84E-03,4.39E-03,2.50E-02,1.55E-02,7.29E-02,4.25E-02
SR8278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80E-02,NA,NA,NA,NA,NA,NA,1.17E-02,NA,0.157301175,NA,NA,NA,NA,2.84E-02,NA,NA,NA,NA,NA,NA,4.85E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRT-1720,3.55E-02,5.65E-02,0,3.77E-02,0.173244462,NA,NA,5.09E-02,NA,3.88E-03,5.45E-02,NA,NA,0,8.88E-02,5.47E-05,3.57E-02,1.16E-02,5.84E-03,7.14E-02,9.94E-02,2.06E-02,NA,9.85E-02,NA,NA,2.77E-02,7.95E-02,7.59E-03,8.99E-03,9.32E-03,0.108401123,1.11E-02,4.60E-05,1.37E-02,5.31E-03,0.156447468,0.10153609,0,4.29E-03,3.62E-03,2.49E-02,1.99E-02,2.10E-02,3.63E-03,5.37E-02,0.252403209,0.119754506
staurosporine,NA,4.48E-02,NA,NA,NA,NA,NA,NA,NA,0.280998067,NA,0.358298629,NA,NA,NA,NA,5.27E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30E-02,2.73E-02,NA,NA,NA,NA,NA,NA,NA,NA,1.56E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204136545,NA
STF-31,0.399546473,0.576750448,0.139293285,0.444146331,0.166257906,NA,NA,1.33E-02,NA,NA,NA,0.208752476,0.658001882,0.519245244,0.304298274,0.387691726,0.487895456,0.190684553,0.29169109,0.36297678,7.99E-02,0.194211674,6.39E-03,0.662150619,0.507686862,0.511417667,0.454281108,1.50E-02,1.30E-02,0.417924096,0.169752173,0.180916301,0.224891,0.143028959,0.254964167,0.257106,0.28450256,0.198565994,0.149815001,0.239211026,0.339018727,4.17E-02,0.433305632,0.427959355,0.552605496,0.504782885,0.51951565,NA
STF-62247,0.135592103,0.14102818,2.82E-02,5.47E-04,NA,1.16E-02,0.167547771,4.72E-02,0.103934676,0.231276401,0.18597932,5.36E-02,1.22E-02,8.91E-02,0.204894287,0.130018658,3.76E-02,0.126285623,5.04E-02,NA,0.132661038,NA,0.161205464,NA,0.102702996,4.32E-02,3.01E-03,2.33E-02,9.20E-04,7.24E-02,1.46E-02,3.37E-02,0.125748,3.02E-02,4.01E-03,1.61E-02,5.18E-02,NA,6.43E-03,5.71E-04,3.43E-02,4.02E-02,3.90E-02,9.82E-03,0.123413453,5.39E-02,1.16E-02,2.05E-02
SU11274,0.140637531,0.106178433,0.147521001,0.189019619,0.188618576,NA,NA,7.61E-02,NA,NA,NA,0.467917357,9.96E-02,0.193041784,0.212157241,0.130050883,6.32E-02,8.75E-02,0.16869409,0.183537851,0.361672262,0.208838559,6.52E-02,NA,5.53E-02,0.182641044,8.64E-03,0.109624764,8.36E-02,0,8.78E-03,2.77E-02,5.20E-02,0.112969559,3.10E-02,6.90E-02,0.168374209,6.25E-03,7.83E-02,0.136680851,5.55E-02,0,6.79E-02,5.93E-02,8.89E-02,0.165346834,0.1829685,6.29E-02
SZ4TA2,2.22E-03,NA,3.00E-03,8.88E-03,9.58E-03,NA,NA,NA,NA,NA,NA,NA,NA,2.04E-03,7.90E-04,0,NA,NA,0,NA,NA,4.09E-02,NA,2.70E-03,NA,NA,NA,NA,7.44E-03,3.04E-03,NA,0,7.42E-02,NA,0,8.46E-03,NA,NA,2.88E-02,3.49E-02,2.55E-03,3.63E-02,7.30E-03,2.09E-03,0.241415358,0,NA,NA
T0901317,7.61E-02,5.30E-02,3.73E-02,3.45E-02,0.112861428,3.60E-02,0.104253758,0,0.11446941,0.225032426,0.145651249,0.199497635,5.45E-02,4.02E-02,0.189236877,0.668058791,3.13E-02,0.103313427,0.149424002,NA,4.62E-02,NA,0.260265868,NA,0.175437838,7.77E-02,2.22E-02,7.42E-04,1.35E-02,3.08E-02,5.75E-03,4.68E-02,4.36E-02,7.78E-03,6.28E-03,2.68E-03,7.33E-02,NA,3.08E-02,1.11E-02,2.84E-02,0.125553204,2.56E-02,5.48E-03,4.46E-02,4.89E-02,3.30E-02,0.105956366
TAE684,0.337644321,0.149022781,0.300585501,0.201057872,0.312855676,0.297032436,0.1271752,0.133404778,0.33009538,0.484952282,0.42677918,0.424296486,0.252588595,0.239204011,0.355149209,0.125460846,7.61E-02,0.367766013,0.340303922,0.209479785,0.155659575,0.537261339,0.706230439,0.366566172,0.333913196,0.308644382,0.332764259,0.179692643,0.203811534,0.204224863,0.211087195,0.307897314,0.1654305,0.243930929,0.108946411,0.1338826,0.422202272,0.316901958,0.13038441,8.49E-02,5.80E-02,0.23260532,0.151208909,0.198182261,0.19779494,0.149714722,0.305104817,0.207440475
TG-100-115,3.47E-03,2.58E-02,1.82E-02,2.42E-04,8.64E-02,NA,NA,3.08E-02,NA,7.58E-02,9.64E-02,0.18023693,0.107306495,5.60E-02,3.26E-03,0,4.07E-02,0.108803953,1.82E-02,4.83E-02,0.106073253,5.11E-02,4.08E-02,2.90E-02,0.140184557,4.71E-02,5.63E-02,9.63E-02,7.44E-02,2.27E-02,0.126062524,4.87E-05,2.18E-02,6.49E-02,1.04E-02,2.48E-02,4.86E-02,5.56E-02,5.53E-02,2.26E-02,2.73E-02,1.26E-02,5.91E-02,2.35E-02,8.16E-02,5.48E-03,0.129284094,0.1225111
TG-101348,0.460537466,0.400280295,0.293175441,0.265150107,0.556863169,0.610289824,0.303739027,0.242485173,0.387117582,0.692087028,0.554358325,0.701297861,0.376535488,0.320076534,0.45720602,0.602499487,0.19155443,0.34115357,0.422817927,0.292686038,0.235630177,0.392524813,0.44175349,0.443965148,0.415000568,0.343205699,0.16498173,0.262292332,0.173450535,0.115647891,0.18284887,6.29E-02,6.87E-02,0.1880107,0.266471013,7.87E-02,0.150696043,0.311258945,0.154914219,2.76E-02,8.41E-02,0.407173817,0.190068931,0.101061616,0.186735668,0.188368895,0.336367218,8.53E-02
thapsigargin,0.485167435,0.369509331,0.177977894,0.195958699,NA,0.332106462,0.324658505,0.193000898,0.412788776,0.628891255,0.772678822,0.497465431,5.22E-02,0.308601451,0.36240293,0.526864464,0.720428128,0.258539887,0.817945867,0.406086446,0.519385061,NA,0.449771758,NA,0.647531546,0.436408605,0.643645505,0.639271415,0.734367207,0.68190284,0.645668677,0.516321833,0.405996,0.712694458,0.649375993,0.6095265,0.919206856,0.242473738,0.135793224,0.379179446,0.850229334,0.595688488,0.713436904,0.49128589,0.379836302,0.571240952,0.617329954,0.618020129
THZ-2-102-1,1,0.832071267,1,1,NA,0.83554034,0.615440499,0.447376838,0.981463489,1,1,1,0.78767447,0.998740136,0.934376956,0.796705734,0.375473309,0.97374214,1,NA,0.632284412,NA,0.889066788,NA,1,0.97473706,0.174697167,0.714331376,0.371292109,0.418277517,0.432860815,8.22E-03,0.361594,0.25494964,0.845722847,0.386209,0.358685228,NA,0.640522048,0.231014051,0.614000886,1,0.695184268,0.106000821,0.968762704,0.333559131,0.291679918,0.442922333
THZ-2-49,0.620464465,0.28567413,0.29047116,0.324825895,NA,0.722997879,0.352339252,9.28E-02,0.16875871,0.691998203,0.398376665,0.666722597,0.547783867,0.702409577,0.406979822,0.483441126,0.112857887,0.429837796,0.919237455,NA,0.54429126,NA,0.626618222,NA,0.736197183,0.668831307,6.70E-03,0,0,1.51E-02,7.75E-03,3.72E-03,0.140163,5.68E-02,0.104253,4.85E-02,0.445515678,NA,0,7.02E-04,0.450609735,0.171660654,7.32E-02,2.35E-04,0.849739237,0.558714452,8.21E-02,0.242257513
tigecycline,NA,1.16E-03,NA,NA,NA,NA,NA,0.146110258,NA,2.29E-02,0.244777882,3.12E-02,0.157150941,NA,NA,NA,3.74E-02,0.107036237,NA,0.105405247,0.282703892,NA,0.16574356,NA,0.173781711,0.175584641,5.66E-03,2.18E-03,NA,NA,NA,NA,NA,0.155990533,NA,NA,0.212573143,1.86E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136360831
Tipifarnib,0.739391955,0.688932058,0.387131014,0.407439923,0.548675832,0.481430781,0.313149283,0.215198523,0.591089534,0.359183014,0.309813412,0.51807302,0.221265832,0.251294192,0.330961931,0.115676335,2.96E-04,0.37313363,0.704756135,0.359019839,0.291192745,NA,0.618484635,NA,0.724518823,0.51224616,0.651528364,0.674298339,0.47244939,9.47E-02,0.597761561,0.466467003,0.301971,0.578899171,0.673165376,0.508196,0.859374582,NA,0.222561441,0.194963201,0.917602323,0.233501231,0.717813314,0.68513262,6.69E-02,0.470283509,0.192935695,0.830621756
TKI258,NA,NA,NA,0.248691891,NA,0.398836643,NA,NA,NA,NA,NA,NA,NA,NA,0.270471169,NA,0.129867375,NA,0.234064132,NA,NA,NA,NA,NA,NA,0.126588833,NA,0.21705433,7.56E-02,3.95E-02,0.21893187,NA,1.83E-02,2.83E-02,4.47E-02,7.63E-02,0.2249787,0.153583526,6.49E-02,9.73E-02,0.221226779,2.62E-02,5.81E-02,3.70E-02,0.180087773,6.50E-03,2.19E-02,0.113818474
TL-1-85,0.460394252,0.219103285,3.45E-02,1.95E-02,NA,0.503904167,6.74E-02,0.114482326,1.93E-02,0.842166516,0.661238883,0.474753366,9.11E-02,0.10062472,0.247335378,0.116385288,3.28E-03,6.86E-02,0.448057481,NA,9.68E-02,NA,0.917194514,NA,0.203991195,0.159156927,3.52E-02,0.217028711,2.20E-02,7.89E-03,3.25E-02,1.56E-02,1.82E-02,6.83E-03,5.52E-02,7.35E-03,0.206848476,NA,4.75E-02,1.41E-02,6.35E-02,0.110106001,0.104793544,0.100260781,0.155273133,0.17264535,5.88E-02,9.93E-02
TL-2-105,1.42E-02,5.14E-02,3.33E-02,3.17E-02,0.472330502,6.46E-02,0.204261085,7.08E-02,0.10344838,0.135672721,0.123670269,0.107084664,1.53E-02,9.60E-02,0.171362625,6.64E-02,2.95E-03,3.59E-02,0.230971129,NA,7.87E-02,NA,0.697018316,NA,0.249886122,6.91E-02,7.48E-02,7.11E-02,2.27E-02,6.21E-02,2.31E-02,9.80E-04,2.92E-02,4.30E-02,3.03E-02,3.92E-02,2.11E-02,NA,5.94E-04,1.51E-02,2.96E-02,9.02E-02,1.48E-02,0.134640608,5.66E-02,0.200943648,2.62E-02,2.79E-02
triazolothiadiazine,0.708264429,0.575667051,0.559095383,0.678786284,0.645601009,NA,NA,0.461078563,NA,NA,NA,0.578009138,0.639157601,0.651292388,0.552888255,0.604605398,0.642472137,0.666177252,0.573494842,0.678849915,0.606481434,0.46309009,0.58420658,0.63194507,0.68723636,0.682406,0.194116834,0.13781783,0.27242162,0.350525715,0.461725817,0.181176416,0.271043,0.413734852,0.266325338,0.254216,3.45E-02,0.16860982,0.370902555,0.313280343,0.255838378,0.357850357,0.515857007,0.288839209,0.513102009,0.528542963,0.40858233,0.44342206
trifluoperazine,2.00E-02,6.44E-02,3.48E-02,NA,0.210473541,NA,NA,4.50E-02,NA,0.104920184,4.25E-02,6.71E-02,NA,NA,1.64E-02,4.02E-02,9.67E-02,5.40E-02,2.16E-02,3.95E-02,4.93E-02,0.104342663,5.46E-02,0.203774376,3.84E-02,5.28E-02,5.77E-02,6.15E-02,2.14E-02,5.10E-02,5.26E-02,0.268449978,7.49E-02,5.24E-02,1.45E-02,4.33E-02,8.13E-02,7.35E-02,5.07E-02,3.32E-02,5.17E-02,5.03E-02,4.60E-02,5.85E-02,7.20E-02,5.33E-02,0.216799955,3.94E-02
triptolide,0.378827576,0.308488047,0.328909971,0.358800065,0.330791419,NA,NA,0.27750688,NA,NA,NA,0.285533498,0.301808765,0.448647776,0.333908146,0.310767162,0.289530471,0.270642502,0.329680346,0.322647055,0.32774637,0.356699751,0.224020153,0.439084962,0.350581052,0.333926274,6.42E-02,8.38E-02,0.284192793,0.192490067,0.23938408,0.228088608,0.159445,0.20418628,0.169687133,0.241176,7.21E-02,0.270763948,0.199126301,0.122213836,0.144001347,0.129383578,0.385289506,0.213588446,0.203940669,0.123335393,0.386297281,NA
TW 37,0.180845423,0.398983519,0.291693128,0.242710099,0.167422061,0.357885115,0.503992058,3.62E-02,0.292121104,0.292709811,0.467816263,0.440942263,0.394763514,0.273036111,0.345566315,0.233345257,0.171732803,0.239778183,0.262506471,0.420466623,0.286707838,0.312136975,0.126000348,0.264855197,0.365993993,0.375956041,0.245212328,0.441515656,0.396614725,0.208969481,0.222986186,0.162292163,0.236419,0.351430963,0.491684188,0.402834,0.619983523,0.135922597,0.269396657,0.340457648,0.296326267,0.394594465,0.427243608,0.415298448,0.147714311,0.322881695,0.373827559,2.18E-02
UNC0321,1.29E-02,0,2.02E-03,8.22E-03,4.04E-03,NA,NA,3.20E-04,NA,4.66E-02,NA,8.77E-03,0.107835054,3.99E-03,1.82E-03,4.25E-02,0,4.64E-03,3.05E-02,1.04E-03,2.50E-02,1.99E-03,1.57E-02,8.58E-02,6.19E-04,4.51E-02,8.74E-03,0.100456632,3.04E-02,5.80E-02,1.69E-02,9.30E-03,3.21E-03,2.16E-02,2.84E-02,1.12E-02,0,2.52E-03,8.94E-03,3.10E-03,2.19E-03,3.30E-02,3.48E-02,0,5.83E-03,9.92E-03,8.47E-02,6.42E-02
UNC0638,0.183446571,0.104117335,0.134903565,0.175348888,0.154481792,9.01E-02,0.221050432,0.119161639,0.201311642,0.21432097,0.17550044,0.227525539,0.188921722,0.202015515,0.183475617,0.14612348,0.100717118,0.166846003,0.255961963,0.11137389,0.211158964,0.171844611,0.205237324,0.182701196,0.231529291,0.162857258,3.11E-02,4.77E-02,0.102107609,8.05E-02,6.29E-02,7.97E-02,0.1439915,8.58E-02,0.181555046,6.83E-02,5.96E-02,0.209330254,4.83E-02,3.47E-02,0.102725104,0.180054658,0.204127367,5.37E-02,0.330209442,3.56E-02,0.101461679,0.151762213
VAF-347,8.40E-03,NA,0,1.34E-02,3.80E-02,NA,NA,5.04E-05,NA,NA,2.30E-02,NA,NA,3.85E-03,0,2.52E-02,NA,0,1.20E-02,0,NA,5.04E-02,0,3.22E-02,0,0,NA,NA,1.36E-02,4.90E-02,0.161348704,4.26E-02,5.33E-03,3.30E-02,3.18E-02,1.89E-02,NA,0.354819317,0,1.63E-02,4.67E-02,4.41E-03,1.85E-02,8.90E-02,0.150232499,0.12545925,NA,0
valdecoxib,0.167111979,0.182958583,0.108615675,0.102787385,0.171769667,NA,NA,0.117722186,NA,0.212863437,0.412470746,NA,NA,0.124190285,0.134758568,5.58E-02,0.143803798,0.170369338,5.32E-02,NA,0.216267002,0.148979872,0.312733075,NA,NA,NA,7.56E-02,0.18915503,0.130781448,0.16497646,0.159738165,0.133930871,0.102103,0.19751523,5.79E-02,7.72E-02,0.196749685,0.174519387,0.193416262,0.201794192,7.42E-02,0.134045839,0.167960293,0.151385065,0.228851522,0.210057204,0.181344168,0.194506236
VER-155008,9.51E-02,8.36E-02,0.110907115,1.56E-02,0.10695552,NA,NA,7.94E-02,NA,0.212533372,0.267649249,0.163885295,8.87E-02,0.156819451,0.152394826,6.82E-02,0.161495495,0.222196689,0.192740153,0.177189872,0.201455406,9.69E-02,7.63E-02,0.225845551,0.134376549,0.164427401,0.171502265,0.150718923,9.70E-02,0.18338665,6.83E-02,4.59E-02,0.128015,0.14741436,5.05E-02,7.99E-02,0.140285177,0.110158274,7.98E-02,9.57E-02,2.72E-02,0.139734708,0.103657385,4.82E-02,NA,1.46E-02,0.178564315,9.58E-02
VNLG/124,0.360890797,0.195236697,0.391924579,0.227283001,NA,2.31E-02,7.69E-03,0.102322809,0.300871414,0.384233609,0.302958385,0.464868799,0.260114817,0.260715607,0.551240755,0.205556469,9.38E-03,0.310344361,0.994039598,NA,4.44E-02,NA,8.99E-02,NA,0.21812911,0.367030452,6.70E-03,1.83E-02,2.75E-02,5.05E-02,2.49E-02,5.05E-02,2.40E-02,4.98E-02,1.87E-02,3.35E-02,9.04E-02,NA,1.33E-03,7.56E-03,8.95E-02,0,0.139570441,1.16E-02,0.127254231,8.41E-02,0,4.98E-03
